customer_id,age,tenure_months,num_products,monthly_charges,avg_monthly_gb,support_calls,has_tech_support,paperless_billing,contract_type,internet_service,payment_method,monthly_spend,churn
C00586,69,8,4,82.48,18.1,1,0,0,Month-to-Month,Fiber,Credit Card,294.3,1
C00587,60,2,1,27.18,41.4,0,1,1,One Year,DSL,Bank Transfer,53.31,0
C00588,24,4,1,88.26,16.1,1,1,1,One Year,Fiber,Electronic Check,86.57,0
C00589,29,4,2,44.19,6.6,1,1,0,Month-to-Month,DSL,Credit Card,64.47,1
C00590,36,4,2,91.4,8.9,1,1,0,Month-to-Month,None,Electronic Check,175.69,0
C00591,44,4,2,102.25,9.6,0,1,1,Month-to-Month,DSL,Mailed Check,203.0,1
C00592,35,30,1,100.4,26.0,0,0,0,Month-to-Month,DSL,Mailed Check,104.8,0
C00593,30,6,2,75.25,21.2,1,0,1,One Year,Fiber,Credit Card,151.01,0
C00594,60,12,1,72.02,34.7,1,1,0,Month-to-Month,Fiber,Credit Card,84.76,0
C00595,18,68,2,34.29,17.3,0,1,1,Two Year,None,Credit Card,74.94,0
C00596,55,19,2,97.53,23.6,1,0,1,Month-to-Month,Fiber,Electronic Check,183.04,0
C00597,38,33,2,47.14,4.0,0,1,1,Month-to-Month,Fiber,Credit Card,80.88,0
C00598,51,5,1,69.67,11.6,1,0,0,One Year,Fiber,Electronic Check,60.08,0
C00599,30,6,2,48.43,28.6,2,0,1,Month-to-Month,DSL,Electronic Check,102.44,0
C00600,62,1,1,33.38,16.4,1,1,0,Month-to-Month,Fiber,Mailed Check,43.4,1
C00601,68,5,1,82.96,21.2,2,0,1,Month-to-Month,None,Mailed Check,90.32,1
C00602,58,9,3,25.43,7.1,4,0,1,Month-to-Month,Fiber,Bank Transfer,68.86,0
C00603,68,5,4,94.86,19.7,1,0,1,Month-to-Month,Fiber,Mailed Check,349.79,0
C00604,40,2,1,51.76,14.4,1,1,1,Two Year,DSL,Credit Card,52.2,0
C00605,18,3,3,20.01,7.3,2,1,0,Month-to-Month,Fiber,Electronic Check,53.65,0
C00606,40,18,3,71.11,13.1,2,1,1,Two Year,DSL,Electronic Check,183.13,1
C00607,74,6,3,24.69,23.3,1,0,1,One Year,Fiber,Credit Card,76.76,0
C00608,45,13,1,47.62,5.5,1,1,0,Month-to-Month,Fiber,Electronic Check,43.22,0
C00609,76,21,4,90.7,14.7,2,1,0,Month-to-Month,Fiber,Bank Transfer,333.49,0
C00610,49,35,1,26.27,27.5,2,1,0,Two Year,None,Bank Transfer,33.13,0
C00611,25,1,1,103.93,15.5,2,1,1,Two Year,DSL,Mailed Check,103.61,0
C00612,72,48,1,20.38,18.0,0,0,1,Month-to-Month,DSL,Bank Transfer,49.01,0
C00613,43,29,2,44.68,18.3,1,1,1,Month-to-Month,Fiber,Electronic Check,95.84,0
C00614,31,2,1,94.09,1.6,2,0,1,Month-to-Month,DSL,Credit Card,81.68,1
C00615,41,62,1,51.63,16.7,3,0,1,Month-to-Month,DSL,Electronic Check,53.04,0
C00616,65,72,1,30.19,31.9,1,1,0,One Year,None,Mailed Check,42.21,0
C00617,46,1,3,56.02,17.8,2,1,1,Two Year,DSL,Electronic Check,161.08,1
C00618,21,9,3,47.04,10.1,0,1,1,Month-to-Month,DSL,Mailed Check,132.02,0
C00619,35,49,1,104.27,5.4,1,1,1,One Year,Fiber,Bank Transfer,92.93,0
C00620,31,41,3,51.33,14.0,3,0,1,One Year,DSL,Credit Card,141.56,0
C00621,79,6,3,98.89,15.5,0,0,1,Month-to-Month,DSL,Bank Transfer,279.92,0
C00622,44,7,3,109.19,2.3,2,0,0,Month-to-Month,None,Mailed Check,293.86,0
C00623,58,13,1,63.38,12.0,1,1,0,One Year,Fiber,Credit Card,67.62,0
C00624,64,19,2,110.99,20.2,3,1,1,Two Year,Fiber,Mailed Check,208.14,0
C00625,20,28,4,57.73,36.7,0,0,1,One Year,Fiber,Mailed Check,211.75,0
C00626,47,13,2,116.41,15.5,2,1,1,Month-to-Month,Fiber,Bank Transfer,208.83,1
C00627,76,18,1,28.93,24.9,1,0,1,Month-to-Month,Fiber,Mailed Check,25.68,0
C00628,53,41,2,88.7,7.7,0,1,0,Month-to-Month,None,Credit Card,165.16,0
C00629,40,1,2,69.38,2.1,1,1,1,One Year,DSL,Electronic Check,112.34,0
C00630,35,8,2,58.76,13.0,2,0,1,One Year,None,Mailed Check,108.27,0
C00631,63,37,1,83.27,6.5,2,1,1,Month-to-Month,None,Bank Transfer,75.24,0
C00632,64,67,1,90.39,12.9,1,1,0,Two Year,Fiber,Credit Card,85.83,0
C00633,57,21,3,20.44,11.3,0,1,1,One Year,DSL,Credit Card,67.88,0
C00634,77,22,3,36.7,7.8,0,1,1,One Year,Fiber,Mailed Check,111.42,0
C00635,27,3,1,91.3,16.0,1,0,1,Two Year,None,Bank Transfer,84.23,1
C00636,73,17,4,86.64,8.8,3,1,0,Month-to-Month,Fiber,Mailed Check,316.15,0
C00637,29,22,1,116.6,32.0,1,1,0,Two Year,Fiber,Mailed Check,117.57,0
C00638,70,8,2,96.1,12.2,0,0,1,Month-to-Month,Fiber,Credit Card,182.46,0
C00639,58,9,3,115.08,19.6,0,0,0,Month-to-Month,DSL,Credit Card,319.85,0
C00640,25,14,3,90.25,14.6,2,1,1,Two Year,Fiber,Credit Card,254.6,0
C00641,49,1,4,49.81,5.2,0,0,1,Two Year,Fiber,Electronic Check,172.85,0
C00642,34,11,1,30.54,3.8,1,1,1,Month-to-Month,DSL,Credit Card,31.21,0
C00643,58,7,3,98.18,20.0,4,1,0,One Year,None,Credit Card,263.86,0
C00644,62,11,1,84.41,28.6,2,1,0,One Year,Fiber,Mailed Check,84.02,0
C00645,79,3,2,24.82,14.2,0,0,1,Two Year,DSL,Mailed Check,52.59,0
C00646,31,66,2,56.01,13.6,2,0,1,Month-to-Month,None,Bank Transfer,92.01,0
C00647,54,27,2,115.68,16.8,2,0,0,Two Year,Fiber,Mailed Check,199.12,0
C00648,26,34,1,70.04,10.3,4,1,0,Month-to-Month,None,Credit Card,58.93,0
C00649,74,46,3,63.27,32.6,1,1,1,Month-to-Month,Fiber,Mailed Check,179.62,0
C00650,75,20,1,65.77,11.7,1,1,0,Month-to-Month,DSL,Bank Transfer,58.36,0
C00651,43,2,1,40.89,17.0,0,1,1,Month-to-Month,DSL,Credit Card,41.11,0
C00652,65,23,2,56.87,10.5,1,0,1,Two Year,DSL,Mailed Check,110.07,0
C00653,68,26,2,56.98,25.2,0,0,1,Month-to-Month,None,Credit Card,130.84,0
C00654,41,41,3,25.24,6.5,4,1,1,Two Year,Fiber,Mailed Check,66.37,0
C00655,40,16,1,96.76,3.5,1,1,1,Month-to-Month,Fiber,Mailed Check,91.88,0
C00656,48,4,1,61.65,7.5,0,0,0,One Year,DSL,Electronic Check,69.2,0
C00657,56,10,3,102.22,32.7,2,0,1,Two Year,None,Mailed Check,300.88,0
C00658,61,13,2,105.03,11.9,2,0,1,One Year,Fiber,Bank Transfer,188.72,1
C00659,75,31,1,41.2,9.5,0,0,1,One Year,None,Credit Card,48.81,0
C00660,19,25,2,85.74,27.8,3,1,1,One Year,Fiber,Electronic Check,178.56,0
C00661,67,13,2,67.23,18.4,1,1,1,Two Year,Fiber,Mailed Check,142.46,0
C00662,35,72,2,108.02,19.5,0,1,0,Two Year,DSL,Electronic Check,216.73,0
C00663,33,27,2,41.57,11.1,2,1,1,Month-to-Month,Fiber,Bank Transfer,71.57,0
C00664,46,8,3,87.78,3.8,0,1,0,Two Year,DSL,Credit Card,240.82,0
C00665,28,3,3,80.78,8.6,2,1,0,Month-to-Month,Fiber,Bank Transfer,216.88,0
C00666,19,4,2,49.53,5.7,1,0,0,Month-to-Month,Fiber,Bank Transfer,81.55,0
C00667,31,8,1,33.66,30.3,1,1,0,Two Year,DSL,Mailed Check,49.27,0
C00668,21,5,3,85.16,7.1,0,0,0,Month-to-Month,DSL,Electronic Check,235.09,0
C00669,56,6,2,93.86,8.8,1,0,0,Two Year,Fiber,Bank Transfer,174.72,0
C00670,51,10,2,51.56,10.3,2,0,1,Month-to-Month,Fiber,Bank Transfer,94.16,0
C00671,70,5,1,84.48,12.3,1,1,0,Month-to-Month,Fiber,Bank Transfer,101.77,0
C00672,63,68,3,59.51,24.2,4,0,1,Month-to-Month,DSL,Credit Card,184.85,0
C00673,56,2,2,91.32,19.6,0,0,0,Month-to-Month,None,Bank Transfer,170.83,0
C00674,26,22,1,39.92,11.0,3,1,1,One Year,None,Bank Transfer,41.24,0
C00675,57,15,2,109.02,26.0,3,1,1,Month-to-Month,Fiber,Credit Card,213.2,0
C00676,58,72,3,48.74,18.3,1,1,1,Month-to-Month,Fiber,Credit Card,148.97,0
C00677,24,3,1,56.78,15.8,2,1,1,Month-to-Month,None,Bank Transfer,62.86,1
C00678,68,15,4,25.81,10.1,1,0,1,Month-to-Month,DSL,Electronic Check,98.88,0
C00679,34,72,2,31.15,32.0,0,0,1,One Year,DSL,Mailed Check,60.73,0
C00680,75,60,2,71.59,12.2,0,1,0,Month-to-Month,DSL,Bank Transfer,150.67,0
C00681,40,50,1,46.76,9.4,1,1,1,One Year,Fiber,Electronic Check,41.74,0
C00682,62,8,1,103.55,22.1,1,1,0,Two Year,DSL,Electronic Check,112.73,0
C00683,28,5,4,21.47,9.3,0,1,0,One Year,None,Electronic Check,82.19,0
C00684,39,33,1,57.91,40.7,2,1,0,Two Year,DSL,Bank Transfer,82.47,0
C00685,35,72,3,53.73,19.2,1,1,1,Month-to-Month,Fiber,Mailed Check,144.26,0
C00686,66,24,1,21.93,10.4,0,0,1,Month-to-Month,Fiber,Mailed Check,19.85,0
C00687,45,25,1,32.44,30.0,0,0,1,Two Year,Fiber,Electronic Check,43.07,1
C00688,33,9,1,61.36,10.9,0,1,1,One Year,DSL,Bank Transfer,53.34,0
C00689,59,44,2,69.29,20.1,4,0,0,One Year,Fiber,Electronic Check,130.48,0
C00690,21,6,4,60.43,6.8,2,0,1,One Year,Fiber,Electronic Check,231.28,0
C00691,79,11,1,73.09,29.9,3,0,1,Month-to-Month,None,Bank Transfer,85.15,0
C00692,53,16,1,79.51,5.3,1,0,1,Month-to-Month,Fiber,Mailed Check,85.79,0
C00693,39,21,1,20.99,18.4,2,0,1,One Year,Fiber,Mailed Check,28.61,0
C00694,28,8,2,66.41,39.3,3,0,1,One Year,Fiber,Bank Transfer,137.92,0
C00695,38,3,2,116.35,16.6,3,1,1,Month-to-Month,Fiber,Electronic Check,207.27,1
C00696,74,28,3,71.9,11.9,0,1,0,Two Year,Fiber,Credit Card,208.46,0
C00697,57,10,2,87.75,17.1,0,1,0,Month-to-Month,None,Electronic Check,165.21,0
C00698,58,26,2,51.19,40.6,3,1,0,Month-to-Month,None,Electronic Check,114.0,0
C00699,33,5,1,97.4,19.0,0,0,0,Two Year,DSL,Bank Transfer,92.69,0
C00700,59,19,4,97.29,12.6,2,0,1,One Year,Fiber,Bank Transfer,379.31,0
C00701,72,22,1,72.13,36.1,2,0,1,Month-to-Month,DSL,Electronic Check,83.95,1
C00702,26,1,1,117.6,9.4,2,1,1,Month-to-Month,Fiber,Electronic Check,104.82,1
C00703,52,12,2,32.56,14.6,3,1,1,Month-to-Month,Fiber,Credit Card,56.63,0
C00704,74,4,2,21.69,8.5,1,0,1,One Year,None,Bank Transfer,47.52,0
C00705,51,1,2,97.02,25.3,3,0,0,Month-to-Month,Fiber,Electronic Check,181.26,0
C00706,26,72,2,100.72,19.6,0,1,0,Two Year,Fiber,Bank Transfer,187.49,0
C00707,30,11,3,32.02,8.7,0,1,1,Two Year,DSL,Electronic Check,78.58,0
C00708,23,49,1,46.56,7.0,3,1,1,Two Year,DSL,Mailed Check,45.94,0
C00709,21,8,3,21.76,25.3,0,0,1,Month-to-Month,Fiber,Electronic Check,71.85,0
C00710,77,34,2,49.33,9.7,1,0,0,One Year,Fiber,Mailed Check,108.51,0
C00711,63,42,2,97.31,3.2,1,1,1,Month-to-Month,Fiber,Electronic Check,172.47,0
C00712,45,27,2,71.8,20.0,1,1,0,Month-to-Month,DSL,Mailed Check,121.66,0
C00713,78,19,1,54.81,19.6,3,1,1,Month-to-Month,Fiber,Mailed Check,57.35,0
C00714,28,15,3,57.17,14.4,1,1,1,Month-to-Month,Fiber,Mailed Check,171.98,0
C00715,51,12,2,20.14,22.9,2,1,0,Two Year,DSL,Electronic Check,52.59,0
C00716,78,72,1,49.98,17.2,0,1,0,Month-to-Month,None,Mailed Check,62.27,0
C00717,75,53,2,84.65,23.6,2,0,0,Month-to-Month,Fiber,Bank Transfer,167.79,0
C00718,52,72,4,117.42,15.9,1,0,0,Two Year,Fiber,Mailed Check,427.15,0
C00719,22,3,2,104.71,5.0,0,1,1,Month-to-Month,DSL,Bank Transfer,181.98,1
C00720,74,39,4,22.36,8.2,1,0,0,One Year,DSL,Mailed Check,76.73,0
C00721,56,72,1,109.86,13.3,2,1,1,Month-to-Month,Fiber,Mailed Check,100.71,0
C00722,28,5,1,98.32,13.5,1,1,0,Month-to-Month,Fiber,Mailed Check,100.31,1
C00723,29,2,1,98.04,10.0,1,1,1,Two Year,Fiber,Credit Card,92.59,0
C00724,78,40,2,65.8,7.8,1,0,1,Month-to-Month,Fiber,Electronic Check,107.95,0
C00725,60,25,1,59.8,3.3,2,0,1,One Year,DSL,Electronic Check,58.03,0
C00726,36,55,1,50.29,17.0,2,1,1,Month-to-Month,Fiber,Bank Transfer,63.54,0
C00727,30,4,4,26.57,16.1,0,1,0,Month-to-Month,None,Credit Card,91.08,0
C00728,21,47,3,42.82,11.2,1,1,1,Month-to-Month,DSL,Credit Card,125.61,0
C00729,31,6,2,44.66,11.2,1,1,0,Month-to-Month,DSL,Mailed Check,69.1,0
C00730,61,5,1,68.41,30.4,1,0,0,Month-to-Month,Fiber,Mailed Check,69.76,0
C00731,76,5,1,94.74,9.0,2,1,0,One Year,DSL,Bank Transfer,79.5,0
C00732,19,50,1,67.38,9.4,1,1,1,Month-to-Month,Fiber,Mailed Check,70.82,0
C00733,79,32,2,25.78,32.8,2,1,1,Month-to-Month,None,Bank Transfer,76.12,0
C00734,25,22,4,115.78,11.9,1,0,1,Month-to-Month,None,Credit Card,431.25,0
C00735,39,13,2,114.27,16.6,1,0,1,Two Year,Fiber,Bank Transfer,222.21,0
C00736,68,62,1,98.52,11.3,3,1,0,Two Year,Fiber,Mailed Check,86.87,0
C00737,30,14,2,119.13,20.2,1,1,1,One Year,Fiber,Mailed Check,229.2,0
C00738,38,50,1,74.45,12.6,0,1,1,Two Year,DSL,Bank Transfer,75.22,0
C00739,38,17,1,116.28,40.8,3,0,1,Month-to-Month,DSL,Mailed Check,115.65,0
C00740,45,14,2,27.56,26.2,1,0,1,Month-to-Month,None,Mailed Check,71.32,0
C00741,50,18,2,56.57,14.5,1,1,0,One Year,DSL,Electronic Check,112.55,0
C00742,46,10,1,42.54,9.7,2,0,0,One Year,Fiber,Electronic Check,41.39,0
C00743,54,41,1,39.58,11.2,1,1,1,Month-to-Month,DSL,Mailed Check,47.79,1
C00744,39,20,4,34.08,13.8,2,1,0,Month-to-Month,DSL,Credit Card,130.77,0
C00745,75,7,1,82.24,24.3,2,1,0,Two Year,DSL,Electronic Check,95.78,1
C00746,43,68,1,98.13,14.9,0,0,1,Two Year,DSL,Mailed Check,110.87,0
C00747,76,14,1,77.83,10.3,1,1,1,Month-to-Month,DSL,Electronic Check,72.96,0
C00748,28,23,1,34.7,16.0,1,0,1,One Year,DSL,Electronic Check,36.91,1
C00749,28,71,1,101.11,17.8,0,0,1,Month-to-Month,DSL,Credit Card,95.97,0
C00750,62,29,3,83.6,8.4,0,1,1,Month-to-Month,DSL,Credit Card,230.06,0
C00751,51,3,1,58.82,17.4,2,1,0,Month-to-Month,DSL,Electronic Check,72.45,0
C00752,36,72,2,87.41,15.1,0,1,1,Month-to-Month,DSL,Bank Transfer,156.4,0
C00753,65,29,2,45.99,32.8,2,0,1,Month-to-Month,DSL,Electronic Check,88.22,0
C00754,75,12,2,54.52,7.1,0,0,0,Two Year,DSL,Credit Card,103.57,0
C00755,54,4,3,111.75,21.0,0,0,0,Month-to-Month,Fiber,Electronic Check,311.93,0
C00756,31,47,3,49.05,12.4,0,0,1,One Year,Fiber,Electronic Check,140.18,0
C00757,46,29,1,67.0,21.4,0,1,1,Month-to-Month,Fiber,Mailed Check,55.35,0
C00758,36,22,3,109.01,14.7,1,0,0,Month-to-Month,DSL,Credit Card,314.01,0
C00759,54,67,2,90.77,27.9,1,1,1,Two Year,DSL,Electronic Check,178.98,0
C00760,38,46,4,26.22,8.5,3,0,1,One Year,None,Bank Transfer,118.22,0
C00761,41,4,2,34.73,21.4,1,0,1,Two Year,Fiber,Electronic Check,76.52,0
C00762,43,11,4,20.78,27.4,4,1,1,Two Year,Fiber,Credit Card,85.3,0
C00763,58,8,3,83.09,31.3,1,0,1,Month-to-Month,Fiber,Electronic Check,242.03,0
C00764,73,40,1,64.77,37.7,0,0,1,Month-to-Month,Fiber,Credit Card,88.98,0
C00765,29,1,2,33.43,21.2,1,0,1,Two Year,DSL,Mailed Check,65.01,0
C00766,65,25,4,115.79,20.9,1,0,0,Two Year,Fiber,Mailed Check,431.97,0
C00767,36,43,3,72.97,4.2,2,1,0,One Year,DSL,Credit Card,202.62,0
C00768,64,62,1,44.19,4.3,2,0,0,One Year,DSL,Credit Card,46.67,0
C00769,66,12,2,70.06,25.2,1,1,1,One Year,DSL,Bank Transfer,131.44,1
C00770,47,51,1,87.96,4.5,3,1,1,Month-to-Month,None,Electronic Check,86.51,0
C00771,32,3,1,27.62,52.6,1,1,1,One Year,Fiber,Mailed Check,55.66,0
C00772,20,56,2,47.47,18.4,0,0,0,Two Year,Fiber,Mailed Check,107.18,0
C00773,66,4,1,100.7,6.0,1,1,0,One Year,None,Mailed Check,107.81,0
C00774,30,15,3,65.97,12.6,2,0,1,Month-to-Month,None,Mailed Check,187.4,0
C00775,76,47,1,74.66,12.8,1,1,1,Month-to-Month,Fiber,Electronic Check,75.43,0
C00776,26,4,3,63.28,18.1,1,1,1,Month-to-Month,Fiber,Bank Transfer,172.22,0
C00777,77,7,1,24.39,20.2,0,0,1,Month-to-Month,Fiber,Bank Transfer,30.48,0
C00778,30,38,1,36.57,28.9,0,1,1,Two Year,Fiber,Electronic Check,43.72,0
C00779,33,38,1,64.55,6.0,0,1,0,Month-to-Month,None,Bank Transfer,68.9,0
C00780,68,30,1,40.92,11.5,0,1,1,Month-to-Month,DSL,Mailed Check,45.04,0
C00781,31,35,1,25.0,6.4,1,0,1,Month-to-Month,Fiber,Bank Transfer,17.84,0
C00782,25,23,1,104.36,13.5,1,1,1,One Year,None,Electronic Check,93.94,0
C00783,71,8,2,118.12,11.9,1,1,0,Month-to-Month,DSL,Bank Transfer,238.98,0
C00784,36,12,1,99.31,6.8,0,0,1,Month-to-Month,Fiber,Electronic Check,89.35,1
C00785,74,6,2,105.38,5.8,1,1,1,Month-to-Month,None,Mailed Check,198.0,0
C00786,73,71,1,44.2,42.8,4,0,0,Month-to-Month,None,Bank Transfer,61.36,0
C00787,49,26,3,116.06,16.4,2,0,1,Month-to-Month,None,Bank Transfer,319.57,0
C00788,52,15,4,39.69,9.8,0,1,1,Month-to-Month,DSL,Electronic Check,157.16,0
C00789,40,18,2,115.14,7.2,2,1,0,Two Year,DSL,Bank Transfer,207.21,0
C00790,38,72,1,119.48,33.0,0,1,1,Month-to-Month,Fiber,Credit Card,121.62,0
C00791,35,4,1,91.17,10.1,1,1,1,Month-to-Month,DSL,Electronic Check,98.1,0
C00792,65,26,4,118.11,24.8,1,0,1,One Year,None,Credit Card,434.52,0
C00793,31,21,1,76.95,18.4,1,0,1,Month-to-Month,Fiber,Bank Transfer,67.21,0
C00794,33,28,1,45.95,13.6,2,1,0,One Year,DSL,Bank Transfer,39.13,0
C00795,41,1,1,63.7,6.3,3,0,0,Month-to-Month,DSL,Electronic Check,64.6,0
C00796,66,61,1,79.36,8.5,2,1,0,One Year,Fiber,Electronic Check,70.06,0
C00797,69,72,1,27.31,51.3,0,1,0,One Year,DSL,Credit Card,59.27,0
C00798,49,24,3,82.23,14.4,1,0,1,Two Year,Fiber,Mailed Check,229.39,0
C00799,28,35,1,118.12,21.2,0,0,1,Month-to-Month,DSL,Electronic Check,123.01,0
C00800,62,72,2,39.01,14.5,1,1,0,Month-to-Month,Fiber,Bank Transfer,80.3,0
C00801,28,36,1,99.26,28.9,2,1,1,Month-to-Month,None,Electronic Check,112.26,1
C00802,77,4,1,110.79,8.7,2,1,1,Two Year,Fiber,Credit Card,119.13,0
C00803,78,25,4,114.37,12.1,0,1,0,Two Year,Fiber,Bank Transfer,422.3,0
C00804,21,27,1,116.01,11.5,0,1,1,Month-to-Month,Fiber,Credit Card,114.29,0
C00805,78,16,3,72.15,18.2,1,0,1,Month-to-Month,None,Bank Transfer,212.8,1
C00806,43,40,2,117.73,34.5,0,0,1,Month-to-Month,DSL,Electronic Check,224.65,0
C00807,63,72,1,95.73,9.7,0,0,0,Month-to-Month,DSL,Mailed Check,95.34,0
C00808,22,72,4,36.17,15.8,2,0,1,Month-to-Month,DSL,Bank Transfer,130.74,0
C00809,53,17,1,67.69,26.7,0,0,1,Month-to-Month,DSL,Mailed Check,68.2,0
C00810,50,3,3,91.83,8.6,0,0,1,One Year,Fiber,Credit Card,248.43,0
C00811,31,72,1,44.73,27.2,2,0,0,Two Year,DSL,Bank Transfer,64.01,0
C00812,49,54,3,84.06,22.2,2,0,1,Two Year,Fiber,Electronic Check,236.94,0
C00813,24,3,1,86.66,5.7,3,1,0,Month-to-Month,None,Credit Card,74.6,0
C00814,27,72,2,36.27,12.0,1,1,1,One Year,DSL,Electronic Check,77.36,0
C00815,76,61,3,76.51,12.0,2,0,0,Two Year,Fiber,Electronic Check,199.4,0
C00816,19,21,4,97.16,12.2,1,1,0,Month-to-Month,Fiber,Bank Transfer,340.91,0
C00817,27,26,4,69.89,7.9,2,0,1,One Year,DSL,Credit Card,253.53,0
C00818,52,15,3,21.21,10.4,1,1,0,Month-to-Month,Fiber,Mailed Check,60.32,0
C00819,38,1,3,20.9,16.3,3,0,1,Month-to-Month,Fiber,Electronic Check,72.93,0
C00820,57,12,1,55.7,45.2,1,1,0,Month-to-Month,Fiber,Mailed Check,82.33,1
C00821,59,48,1,112.62,19.1,1,0,0,Month-to-Month,DSL,Electronic Check,110.1,0
C00822,25,1,1,42.87,30.4,4,1,1,One Year,DSL,Electronic Check,52.12,0
C00823,63,12,1,83.44,18.8,0,0,1,Month-to-Month,Fiber,Electronic Check,78.29,0
C00824,35,15,1,42.21,9.2,2,1,0,Month-to-Month,Fiber,Bank Transfer,41.71,0
C00825,26,23,2,52.17,27.7,2,0,1,Month-to-Month,DSL,Credit Card,87.3,0
C00826,71,72,1,104.8,18.1,1,0,0,Two Year,DSL,Electronic Check,99.76,0
C00827,58,12,2,92.89,28.5,4,1,1,Month-to-Month,Fiber,Electronic Check,180.81,1
C00828,47,12,1,29.54,10.3,2,0,1,One Year,Fiber,Credit Card,25.46,0
C00829,21,40,1,62.87,7.7,4,1,0,One Year,None,Bank Transfer,55.28,0
C00830,52,18,2,22.92,15.4,0,0,1,Month-to-Month,None,Credit Card,46.57,0
C00831,31,7,3,68.09,23.9,1,1,0,Month-to-Month,None,Electronic Check,195.74,0
C00832,31,18,2,86.24,7.5,3,1,0,One Year,None,Electronic Check,165.88,1
C00833,70,4,2,31.85,8.2,3,0,1,Month-to-Month,Fiber,Mailed Check,64.84,0
C00834,65,5,1,48.89,31.2,1,0,1,Month-to-Month,Fiber,Bank Transfer,66.65,0
C00835,54,20,2,59.78,8.2,0,1,1,One Year,Fiber,Mailed Check,116.29,0
C00836,37,16,1,111.95,7.8,1,1,1,Month-to-Month,Fiber,Bank Transfer,105.57,1
C00837,46,72,1,119.33,19.1,2,1,1,Month-to-Month,None,Electronic Check,134.8,0
C00838,40,13,2,24.49,10.4,2,0,1,Month-to-Month,DSL,Mailed Check,43.55,0
C00839,73,26,1,96.1,11.9,2,1,0,Month-to-Month,DSL,Bank Transfer,85.14,1
C00840,64,30,1,57.17,14.1,1,0,1,One Year,Fiber,Mailed Check,57.28,0
C00841,38,1,4,59.25,5.1,1,0,1,One Year,None,Bank Transfer,215.37,0
C00842,48,32,4,95.43,4.4,3,1,1,One Year,None,Mailed Check,346.85,0
C00843,49,5,1,111.84,17.5,3,0,1,One Year,Fiber,Electronic Check,101.77,0
C00844,58,72,1,115.09,9.7,2,0,0,Month-to-Month,None,Electronic Check,124.09,0
C00845,24,4,1,77.71,25.4,3,0,1,Month-to-Month,Fiber,Mailed Check,79.88,0
C00846,30,16,1,55.71,14.6,2,1,0,Month-to-Month,Fiber,Electronic Check,49.73,0
C00847,78,2,4,98.75,8.9,2,1,1,Month-to-Month,DSL,Bank Transfer,362.06,0
C00848,40,72,1,45.1,34.9,1,1,1,Two Year,DSL,Credit Card,66.8,0
C00849,25,20,3,76.41,10.2,0,1,1,Two Year,Fiber,Mailed Check,224.29,0
C00850,29,27,1,55.86,10.1,1,1,1,Month-to-Month,Fiber,Electronic Check,36.14,0
C00851,53,2,4,85.66,5.5,2,1,1,Month-to-Month,None,Credit Card,317.26,0
C00852,33,41,1,44.04,9.3,3,0,1,Month-to-Month,DSL,Electronic Check,58.34,0
C00853,43,7,3,39.16,12.8,2,0,1,Month-to-Month,DSL,Electronic Check,107.37,0
C00854,46,68,1,111.82,5.2,1,0,1,Month-to-Month,Fiber,Mailed Check,101.38,0
C00855,46,6,2,30.18,8.0,1,1,1,Month-to-Month,Fiber,Bank Transfer,50.74,0
C00856,23,6,1,70.6,28.7,0,1,0,Two Year,Fiber,Electronic Check,73.42,0
C00857,54,1,1,42.09,7.9,0,0,0,One Year,Fiber,Bank Transfer,33.31,1
C00858,50,19,4,23.89,10.2,3,0,1,Month-to-Month,Fiber,Mailed Check,98.58,0
C00859,48,24,4,23.6,17.8,1,1,1,Month-to-Month,Fiber,Electronic Check,93.01,0
C00860,63,2,3,37.52,18.7,2,1,1,Month-to-Month,DSL,Electronic Check,86.62,1
C00861,78,44,2,106.68,10.9,2,1,0,Two Year,Fiber,Bank Transfer,192.65,0
C00862,58,18,3,48.25,24.4,1,0,1,Two Year,None,Bank Transfer,136.95,0
C00863,35,22,1,115.05,25.7,1,0,1,Two Year,Fiber,Electronic Check,123.24,0
C00864,55,17,1,78.16,8.9,2,0,0,Month-to-Month,DSL,Electronic Check,74.25,0
C00865,64,15,1,63.66,6.5,2,0,1,One Year,Fiber,Bank Transfer,59.79,1
C00866,48,24,2,78.01,7.8,1,0,1,Month-to-Month,DSL,Credit Card,149.46,0
C00867,33,5,1,71.67,18.3,2,1,1,One Year,Fiber,Electronic Check,82.12,0
C00868,57,6,1,95.88,9.2,1,0,0,Month-to-Month,None,Bank Transfer,93.03,0
C00869,68,59,2,48.25,9.3,0,0,0,Month-to-Month,DSL,Electronic Check,86.27,0
C00870,54,72,3,55.31,13.3,0,0,0,One Year,DSL,Electronic Check,143.95,0
C00871,31,14,1,109.41,10.0,0,1,0,Month-to-Month,Fiber,Electronic Check,115.07,0
C00872,56,9,1,114.65,19.4,4,1,0,Month-to-Month,DSL,Bank Transfer,140.0,1
C00873,21,30,1,109.26,9.6,3,1,1,Month-to-Month,DSL,Mailed Check,104.13,0
C00874,47,15,1,61.94,24.2,3,0,0,Month-to-Month,Fiber,Credit Card,70.38,0
C00875,77,1,1,98.04,23.2,0,0,1,Month-to-Month,DSL,Bank Transfer,111.87,1
C00876,70,5,2,67.63,23.5,2,0,1,Month-to-Month,None,Credit Card,119.78,0
C00877,50,37,2,69.75,10.7,2,0,0,Month-to-Month,DSL,Electronic Check,138.53,1
